State,Bill Name,Issues,Status,Status Detail,Status Date,In Court Link
"Iowa","H.F.571","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Iowa","H.F.922","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Idaho","H.264","Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans","Passed into Law","Governor signed","04/02/2025",""
"Idaho","H.59","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Passed into Law","Governor signed","03/20/2025",""
"Idaho","H.41","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Passed into Law","Governor signed","03/20/2025",""
"Florida","S.B. 100","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session adjourned","06/16/2025",""
"California","A.B.89","Restricting student & educator rights | School sports bans","Defeated","Failed in committee ","04/02/2025",""
"California","A.B.844","Restricting student & educator rights | School facilities bans | School sports bans","Defeated","Failed in committee","04/01/2025",""
"Arkansas","H.B.1307","Other anti-LGBTQ bills","Passed into Law","Governor signed","03/18/2025",""
"Arkansas","H.B.1668","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","04/16/2025",""
"Arizona","H.B.2062","Re-definition of sex | Weakening Civil Rights Laws","Advancing","Senate consent","03/18/2025",""
"Arizona","S.B.1002","Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Advancing","Senate passed; House reported favorably by committee","03/25/2025",""
"Wisconsin","S.B.157","Healthcare age restrictions | Healthcare restrictions | ","Advancing","First read and referred to committee","03/27/2025",""
"West Virginia","S.B.841","Curriculum censorship | Healthcare funding restrictions | Healthcare restrictions | Other anti-LGBTQ bills | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"Texas","S.B. 2714","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","06/02/2025",""
"South Carolina","H.B.4302","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"Pennsylvania","H.B.987","Other anti-LGBTQ bills","Advancing","Referred to committee","03/24/2025",""
"Pennsylvania","H.B.1033","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Referred to committee","03/24/2025",""
"North Carolina","S516","Barriers to accurate IDs | Other anti-LGBTQ bills | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","First read and referred to committee","03/26/2025",""
"North Carolina","H595","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Advancing","First read and referred to committee","04/01/2025",""
"Minnesota","S.F.2817","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","H.F.2685","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Kentucky","H.B.495","Healthcare funding restrictions | Healthcare restrictions | ","Passed into Law","House and Senate override of Governor's veto","03/27/2025",""
"Illinois","H.B.4027","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Georgia","S.B.341","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Georgia","H.B.127","Other anti-LGBTQ bills","Advancing","House passed; Senate passed as substituted","04/02/2025",""
"Connecticut","S.B.1509","Other anti-LGBTQ bills","Defeated","Legislative session adjourned","06/04/2025",""
"Wyoming","S.F.0044","Restricting student & educator rights | School sports bans","Passed into Law","Governor signed","03/13/2025",""
"Wisconsin","S.B.120","Other school restrictions | Restricting student & educator rights","Advancing","Amendment offered","03/12/2025",""
"Utah","S.B.320","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/07/2025",""
"Utah","H.B.413","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","03/07/2025",""
"Utah","H.B.250","Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/07/2025",""
"Utah","H.B.401","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","03/07/2025",""
"Texas","S.B. 1696","Barriers to accurate IDs | ","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1521","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/02/2025",""
"Tennessee","S.B.0936","Re-definition of sex | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/22/2025",""
"Missouri","S.B. 588","Other anti-LGBTQ bills","Advancing","Second read and referred to committee","03/13/2025",""
"Missouri","S.B. 632","Public accommodation bans","Advancing","Second read and referred to committee","03/13/2025",""
"Missouri","S.B. 597","Public accommodation bans | Restricting student & educator rights | School facilities bans","Advancing","Second read and referred to committee","03/13/2025",""
"Missouri","S.B. 595","Restricting student & educator rights | School sports bans","Advancing","Second read and referred to committee","03/13/2025",""
"Mississippi","S.B. 2515","Other anti-LGBTQ bills","Defeated","Died on calendar","03/12/2025",""
"Mississippi","H.B. 188","Other anti-LGBTQ bills","Passed into Law","Signed by Governor","03/18/2025",""
"Minnesota","H.F.1233","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Kentucky","S.B.132","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2025",""
"Iowa","H.F.594","Other anti-LGBTQ bills","Advancing","Renumbered as HF 922; legislative session adjourned, carries over to 2026","05/14/2025",""
"Colorado","HB25-1253","Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers | Restricting student & educator rights","Defeated","Legislative session ended","05/07/2025",""
"Arizona","S.B.1003","Restricting student & educator rights | School facilities bans","Advancing","Senate passed; House committee reported withdrawn","03/12/2025",""
"West Virginia","H.B.3319","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"Minnesota","S.F.2531","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Wyoming","S.F.0077","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Passed into Law","Became law without signature","02/27/2025",""
"Wyoming","H.B.0060","Restricting student & educator rights | School sports bans","Defeated","Died in committee","03/03/2025",""
"Wyoming","S.F.0062","Restricting student & educator rights | School facilities bans","Passed into Law","Governor signed","03/03/2025",""
"Wyoming","H.B.0072","Public accommodation bans | Restricting student & educator rights | School facilities bans","Passed into Law","Governor signed","03/03/2025",""
"Wyoming","H.B.0149","Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/03/2025",""
"Wyoming","H.B.0200","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","03/03/2025",""
"Wyoming","H.B.0222","Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/03/2025",""
"Wyoming","S.F.0103","Other anti-LGBTQ bills","Advancing","Vetoed by Governor","03/04/2025",""
"Wyoming","H.B.0207","Religious exemptions | Weakening Civil Rights Laws","Passed into Law","Governor signed","03/06/2025",""
"West Virginia","H.B.2006","Other anti-LGBTQ bills | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"Utah","H.B.487","Other anti-LGBTQ bills","Advancing","Strike enacting clause","03/07/2025",""
"Utah","H.B.521","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/07/2025",""
"Texas","H.B. 239","Public accommodation bans","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 167","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 477","Barriers to accurate IDs | ","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 344","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 403","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 843","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 847","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 980","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 976","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 938","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 973","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","06/02/2025",""
"Texas","S.B. 1393","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1015","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1123","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1016","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1075","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.B. 1014","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","06/02/2025",""
"Tennessee","H.B.0315","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/22/2025",""
"Rhode Island","S.B.270","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session adjourned","06/20/2025",""
"Oklahoma","S.B.959","Religious exemptions | Weakening Civil Rights Laws","Advancing","Failed in committee, dormant until carried over","03/03/2025",""
"Oklahoma","S.B.1107","Other anti-LGBTQ bills","Advancing","Failed in committee, dormant until carried over","03/03/2025",""
"Nebraska","L.B.552","Other anti-LGBTQ bills","Defeated","Legislative session adjourned, carries over to 2026","06/02/2025",""
"Nebraska","L.B.605","Other school restrictions | Restricting student & educator rights | School facilities bans | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","06/02/2025",""
"Missouri","H.B. 113","Restricting student & educator rights | School sports bans","Advancing","Reported favorably by committee","02/27/2025",""
"Missouri","S.B. 493","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Second read and referred to committee","02/27/2025",""
"Missouri","H.B. 35","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Advancing","Reported favorably by committee","02/27/2025",""
"Minnesota","S.F.916","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","H.F.12","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Kentucky","S.B.60","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2025",""
"Iowa","H.F.583","Barriers to accurate IDs | Curriculum censorship | Other civil rights restrictions | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Advancing","SF 418 substituted; withdrawn","02/27/2025",""
"Iowa","S.F.236","Religious exemptions | Weakening Civil Rights Laws","Advancing","Renumbered as SF 473; legislative session adjourned, carries over to 2026","05/14/2025",""
"Iowa","S.F.418","Barriers to accurate IDs | Curriculum censorship | Other civil rights restrictions | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Passed into Law","Governor signed","02/28/2025",""
"Iowa","S.S.B.1150","Other anti-LGBTQ bills","Advancing","Renumbered as SF 507; legislative session adjourned, carries over to 2026","05/14/2025",""
"Iowa","H.S.B.155","Other anti-LGBTQ bills","Advancing","Renumbered as HF 856; legislative session adjourned, carries over to 2026","05/14/2025",""
"Iowa","H.S.B.158","Drag bans | Free speech & expression bans | ","Advancing","Renumbered as HF 891; legislative session adjourned, carries over to 2026","05/14/2025",""
"Georgia","S.B.248","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Georgia","H.B.267","Barriers to accurate IDs | Other civil rights restrictions | Re-definition of sex | Restricting student & educator rights | School facilities bans | School sports bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Georgia","S.B.57","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Colorado","HB25-1255","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/07/2025",""
"Arizona","H.C.R.2042","Other anti-LGBTQ bills","Advancing","House passed; Senate second read","03/04/2025",""
"Wisconsin","S.B.117","Restricting student & educator rights | School facilities bans | School sports bans","Advancing","First read and referred to committee","03/07/2025",""
"Wisconsin","S.B.116","Restricting student & educator rights | School facilities bans | School sports bans","Advancing","First read and referred to committee","03/07/2025",""
"New Jersey","A.5419","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Referred to committee","03/06/2025",""
"Minnesota","S.F.1883","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","S.F.2294","Restricting student & educator rights | School facilities bans | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Michigan","H.B.4190","Healthcare age restrictions | Healthcare restrictions | ","Advancing","First read and referred to committee","03/06/2025",""
"Iowa","H.F.721","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Georgia","H.B.660","Healthcare funding restrictions | Healthcare restrictions | Prison healthcare restrictions","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Georgia","S.B.120","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/04/2025",""
"Alabama","S.B.228","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/14/2025",""
"Alabama","H.B.418","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/14/2025",""
"Wisconsin","S.B.40","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Advancing","First read and referred to committee","02/12/2025",""
"West Virginia","H.B.2375","Healthcare restrictions | Other healthcare barriers","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2033","Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2072","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"Utah","H.B.269","Other anti-LGBTQ bills | Public accommodation bans | Restricting student & educator rights | School facilities bans | School sports bans","Passed into Law","Governor signed","02/14/2025",""
"Texas","S.B. 1068","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","06/02/2025",""
"Texas","S.B. 1127","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/02/2025",""
"Texas","H.R. 144","Other anti-LGBTQ bills","Defeated","Legislative session adjourned","06/02/2025",""
"South Dakota","H.B.1177","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/31/2025",""
"South Dakota","H.B.1260","Barriers to accurate IDs | ","Defeated","Legislative session ended","03/31/2025",""
"Oklahoma","S.B.228","Other anti-LGBTQ bills","Advancing","Failed in committee, dormant until carried over","02/19/2025",""
"Oklahoma","S.B.550","Drag bans | Free speech & expression bans | ","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"North Dakota","S.B. 2392","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/03/2025",""
"Missouri","S.B. 212","Restricting student & educator rights | School facilities bans","Advancing","Reported favorably by committee","02/25/2025",""
"Missouri","S.B. 249","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Second read and referred to committee","02/13/2025",""
"Missouri","S.B. 390","Other anti-LGBTQ bills","Advancing","Second read and referred to committee","02/17/2025",""
"Missouri","S.B. 115","Restricting student & educator rights | School sports bans","Advancing","Reported favorably by committee","02/18/2025",""
"Kentucky","H.B.5","Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions","Defeated","Legislative session ended","03/28/2025",""
"Kansas","H.B.2071","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","04/11/2025",""
"Kansas","S.B.63","Healthcare age restrictions | Healthcare restrictions | ","Passed into Law","Senate and House override of Governor's veto","02/18/2025",""
"Iowa","H.S.B.139","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Illinois","S.B.1783","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Illinois","H.B.3819","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Idaho","H.190","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/04/2025",""
"Idaho","H.230","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/04/2025",""
"Idaho","H.138","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","04/04/2025",""
"Colorado","HB25-1254","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/07/2025",""
"California","A.B.579","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Advancing","First read; may be heard in committee March 15","02/12/2025",""
"California","A.B.600","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","First read; may be heard in committee March 16","02/13/2025",""
"Iowa","H.S.B.242","Barriers to accurate IDs | Curriculum censorship | Other civil rights restrictions | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"West Virginia","S.B.276","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2005","Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2795","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers | Public accommodation bans","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2962","Barriers to accurate IDs | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.507","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2403","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2466","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2574","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2526","Restricting student & educator rights | School facilities bans","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"South Carolina","S.B.0368","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/28/2025",""
"New Mexico","H.B. 466","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","03/22/2025",""
"New Mexico","H.B. 559","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","03/22/2025",""
"New Mexico","S.B. 500","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","03/22/2025",""
"New Mexico","S.B. 459","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","03/22/2025",""
"New Mexico","H.B. 501","Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","03/22/2025",""
"Minnesota","H.F.565","Restricting student & educator rights | School facilities bans | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Minnesota","S.F.1651","Other civil rights restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Iowa","S.F.335","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Idaho","H.328","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/04/2025",""
"Idaho","H.292","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","04/04/2025",""
"Delaware","S.B. 55","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","06/30/2025",""
"California","A.B.1464","Other anti-LGBTQ bills","Advancing","First read 2/24, may be heard in committee","03/24/2025",""
"Idaho","H.49","Other anti-LGBTQ bills | Public accommodation bans | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","04/04/2025",""
"Wyoming","H.B.0274","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","03/06/2025",""
"Texas","S.B. 949","Other anti-LGBTQ bills","Defeated","Legislative session adjourned","06/02/2025",""
"Tennessee","S.B.0737","Other anti-LGBTQ bills","Advancing","Legislative session adjourned, carries over to 2026","04/22/2025",""
"Tennessee","S.B.1126","Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/22/2025",""
"South Dakota","H.B.1201","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/31/2025",""
"Missouri","H.B. 624","Restricting student & educator rights | School sports bans","Advancing","Reported favorably by committee","02/11/2025",""
"Missouri","H.B. 36","Restricting student & educator rights | School sports bans","Advancing","Reported favorably by committee","02/11/2025",""
"Missouri","H.B. 1038","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Reported favorably by committee","02/11/2025",""
"Missouri","H.B. 1081","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Advancing","Reported favorably by committee","02/11/2025",""
"Missouri","H.B. 1016","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Reported favorably by committee","02/11/2025",""
"Missouri","S.B. 26","Other anti-LGBTQ bills","Advancing","Reported favorably by committee","02/13/2025",""
"Missouri","S.B. 76","Other civil rights restrictions | Weakening Civil Rights Laws","Advancing","Reported favorably by committee","02/13/2025",""
"Missouri","S.B. 75","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Advancing","Reported favorably by committee","02/13/2025",""
"Missouri","S.B. 298","Barriers to accurate IDs | ","Advancing","Second read and referred to committee","02/13/2025",""
"Kentucky","S.B.116","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2025",""
"Iowa","H.S.B.84","Curriculum censorship | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","05/14/2025",""
"Indiana","S.B.0235","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/24/2025",""
"Illinois","H.B.1204","Restricting student & educator rights | School sports bans","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Colorado","HB25-1145","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/07/2025",""
"Arizona","S.B.1687","Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers | Prison healthcare restrictions","Advancing","Second read","02/11/2025",""
"Alabama","S.B.79","Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans","Passed into Law","Governor signed","02/13/2025",""
"West Virginia","S.B.278","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2153","Religious exemptions | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2127","Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.207","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","H.B.2071","Forced outing in schools | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.244","Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.279","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.431","Drag bans | Free speech & expression bans | ","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"West Virginia","S.B.424","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Legislative session adjourned, carries over to 2026","04/12/2025",""
"Rhode Island","S.B.304","Restricting student & educator rights | School sports bans","Defeated","Legislative session adjourned","06/20/2025",""
"Pennsylvania","H.B.581","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Advancing","Referred to committee","02/12/2025",""
"New Mexico","H.B. 380","Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","03/22/2025",""
"Minnesota","H.F.700","Other civil rights restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Advancing","Legislative session adjourned, carries over to 2026","05/19/2025",""
"Maryland","H.B.1385","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/07/2025",""
"Maryland","H.B.1399","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/07/2025",""
"Illinois","S.B.2474","Healthcare age restrictions | Healthcare restrictions | ","Advancing","Legislative session adjourned, carries over to 2026","05/31/2025",""
"Idaho","H.179","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","04/04/2025",""
"Wyoming","H.B.0115","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/06/2025",""
"Virginia","H.B. 2405","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 1809","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 2146","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 2182","Forced outing in schools | Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 2605","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 1229","Public accommodation bans | Restricting student & educator rights | School facilities bans | School sports bans","Defeated","Legislative session ended","02/22/2025",""
"Virginia","H.B. 8","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","02/22/2025",""
"Texas","S.B. 116","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session adjourned","06/02/2025",""
"Texas","S.B. 115","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session adjourned","06/02/2025",""
"Texas","S.B. 84","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session adjourned","06/02/2025",""
"Texas","S.B. 753","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session adjourned","06/02/2025",""
"Oklahoma","H.B.1219","Free speech & expression bans | Other anti-LGBTQ bills | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
"Oklahoma","H.B.1225","Barriers to accurate IDs | ","Advancing","Did not meet passage requirements, dormant until carried over","03/27/2025",""
