State,Bill Name,Issues,Status,Status Detail,Status Date,In Court Link
"Mississippi","H.B. 1605","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2118","Other anti-LGBTQ bills","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2237","Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 1358","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2553","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 1606","Other anti-LGBTQ bills | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2080","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 1069","Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2814","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2812","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 176","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2029","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 1428","Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Defeated","Died in committee","03/05/2024",""
"Mississippi","H.B. 725","Other anti-LGBTQ bills","Defeated","Died in committee","03/05/2024",""
"Mississippi","S.B. 2594","Other anti-LGBTQ bills","Defeated","Died in committee","03/05/2024",""
"Idaho","S.1362","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/10/2024",""
"Georgia","SB 180","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2024",""
"Minnesota","H.F.4503","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/20/2024",""
"Minnesota","S.F.4616","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/20/2024",""
"Utah","H.B.253","Public accommodation bans | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","03/01/2024",""
"Utah","H.B.303","Free speech & expression bans | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/01/2024",""
"Utah","H.B.224","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/01/2024",""
"Utah","H.B.527","Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/01/2024",""
"Rhode Island","S.B.2423","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/14/2024",""
"Missouri","H.B. 2309","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Kentucky","S.B.336","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/15/2024",""
"Idaho","H.669","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/10/2024",""
"Florida","H.B. 1639","Barriers to accurate IDs | ","Defeated","Died in committee","03/08/2024",""
"Rhode Island","S.B.2703","Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","06/14/2024",""
"Rhode Island","S.B.2660","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","06/14/2024",""
"Oklahoma","S.B.1530","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/30/2024",""
"West Virginia","H.B.5297","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"Missouri","S.B. 980","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Idaho","H.520","Healthcare funding restrictions | Healthcare restrictions | Prison healthcare restrictions","Defeated","Legislative session ended","04/10/2024",""
"Iowa","H.F.2454","Religious exemptions | Weakening Civil Rights Laws","Passed into Law","Companion bill passed into law","04/02/2024",""
"Georgia","S.B.532","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","02/29/2024",""
"Florida","S.B. 1352","Other anti-LGBTQ bills","Passed into Law","Companion bill passed into law","04/26/2024",""
"Idaho","H.672","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/10/2024",""
"South Carolina","S.B.0332","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/09/2024",""
"West Virginia","S.B.870","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/09/2024",""
"Arizona","S.C.R.1013","Forced outing in schools | Religious exemptions | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/15/2024",""
"Missouri","H.B. 2569","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"West Virginia","S.B.517","Barriers to accurate IDs | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.5656","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/09/2024",""
"Missouri","H.B. 2567","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Idaho","S.1357","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/10/2024",""
"Oklahoma","H.B.3120","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/30/2024",""
"Missouri","H.B. 2448","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Missouri","H.B. 2365","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Kansas","H.B.2792","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/30/2024",""
"Arizona","S.B.1167","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/15/2024",""
"Kentucky","H.B.652","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/15/2024",""
"Minnesota","S.F.3848","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/20/2024",""
"Kansas","S.B.409","Other civil rights restrictions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/30/2024",""
"Wyoming","H.B.0061","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Defeated","Failed introduction","02/16/2024",""
"Wyoming","H.B.0136","Restricting student & educator rights | School sports bans","Defeated","Failed introduction","02/16/2024",""
"Wyoming","H.B.0190","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Failed introduction","02/16/2024",""
"Wyoming","H.B.0178","Religious exemptions | Weakening Civil Rights Laws","Defeated","Failed introduction","02/16/2024",""
"New Hampshire","H.B.1419","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","06/13/2024",""
"Kansas","H.B.2791","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","04/30/2024",""
"Georgia","S.B.519","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/28/2024",""
"Georgia","SB 88","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/28/2024",""
"Wyoming","H.B.0156","Healthcare restrictions | Other healthcare barriers","Defeated","Failed introduction","02/16/2024",""
"Wyoming","H.B.0050","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Failed introduction","02/15/2024",""
"Wyoming","H.B.0063","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Failed introduction","02/14/2024",""
"Iowa","HF 290","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Minnesota","S.F.4017","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers | Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/20/2024",""
"West Virginia","S.B.515","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","03/09/2024",""
"Missouri","H.B. 1700","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Kentucky","H.B.9","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/15/2024",""
"Idaho","H.560","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/10/2024",""
"West Virginia","H.B.5243","Public accommodation bans | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/09/2024",""
"Kansas","S.B.512","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/30/2024",""
"Iowa","S.S.B.3006","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","S.S.B.3084","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Iowa","H.S.B.649","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Iowa","H.S.B.614","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Tennessee","S.B.2747","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/25/2024",""
"Georgia","H.B.1205","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/28/2024",""
"Maryland","H.B.0047","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","04/08/2024",""
"Virginia","S.B. 153","Religious exemptions | Weakening Civil Rights Laws","Defeated","Stricken in committee at request of patron","02/08/2024",""
"South Dakota","S.B.184","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","03/26/2024",""
"Tennessee","SB 620","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","S.B.2560","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/25/2024",""
"Nebraska","L.B.1330","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/18/2024",""
"Georgia","H.B.1128","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/28/2024",""
"Tennessee","H.B.2935","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","H.B.2669","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/25/2024",""
"Iowa","H.F.2409","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/20/2024",""
"Iowa","H.F.2389","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"West Virginia","H.B.5484","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","03/09/2024",""
"Oklahoma","H.B.3219","Barriers to accurate IDs | ","Defeated","Legislative session ended","05/30/2024",""
"Florida","S.B. 1780","Other civil rights restrictions | Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/08/2024",""
"Oklahoma","H.B.3135","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Failed to meet House deadline","02/29/2024",""
"Oklahoma","H.B.3217","Free speech & expression bans | Other expression restrictions","Defeated","Legislative session ended","05/30/2024",""
"Oklahoma","H.B.3543","Religious exemptions | Weakening Civil Rights Laws","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Iowa","S.F.2182","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/20/2024",""
"Hawaii","H.B.2731","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/03/2024",""
"Hawaii","H.B.1715","Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","05/03/2024",""
"West Virginia","H.B.5442","Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/09/2024",""
"Florida","S.B. 1120","Free speech & expression bans | Other expression restrictions","Defeated","Died in committee","03/08/2024",""
"Georgia","S.B.438","Restricting student & educator rights | School facilities bans | School sports bans","Defeated","Legislative session ended","03/28/2024",""
"Missouri","H.B. 1519","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/17/2024",""
"Missouri","H.B. 2355","Forced outing in schools | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/17/2024",""
"Missouri","H.B. 2357","Forced outing in schools | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/17/2024",""
"Hawaii","H.B.2708","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/03/2024",""
"Illinois","H.B.4531","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/29/2024",""
"Tennessee","HB 30","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/25/2024",""
"South Carolina","S.B.0975","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/09/2024",""
"New Hampshire","H.B.1011","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Inexpedient to Legislate: MA VV 02/01/2024 HJ 3","02/01/2024",""
"Utah","H.B.257","Other anti-LGBTQ bills | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Passed into Law","Governor signed","01/30/2024",""
"Arizona","S.B.1337","Other anti-LGBTQ bills","Defeated","Legislative session ended","06/15/2024",""
"Ohio","HB 68","Healthcare age restrictions | Healthcare restrictions | ","Passed into Law","House and Senate override of Governor veto","01/24/2024",""
"Kentucky","H.B.452","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/15/2024",""
"New Mexico","H.B. 296","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","02/15/2024",""
"Kentucky","H.B.402","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/15/2024",""
"Utah","H.B.261","Other anti-LGBTQ bills","Passed into Law","Governor signed","01/30/2024",""
"Iowa","S.F.2129","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Georgia","H.B.1045","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","03/28/2024",""
"Illinois","H.B.4302","Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/29/2024",""
"West Virginia","H.B.5041","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/09/2024",""
"Indiana","H.B.1266","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/08/2024",""
"Missouri","S.B. 1256","Forced outing in schools | Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1234","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 974","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1187","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1185","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1314","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1246","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1274","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 1024","Curriculum censorship | Restricting student & educator rights","Defeated","Legislative session ended","05/17/2024",""
"West Virginia","H.B.4806","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","03/09/2024",""
"Oklahoma","S.B.1883","Religious exemptions | Weakening Civil Rights Laws","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1880","Other school restrictions | Restricting student & educator rights","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1731","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Missouri","H.B. 1674","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/17/2024",""
"Missouri","H.B. 2308","Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/17/2024",""
"Indiana","S.B.0193","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/08/2024",""
"Iowa","S.S.B.3094","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/20/2024",""
"Iowa","H.F.2082","Other civil rights restrictions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/20/2024",""
"Arizona","H.B.2657","Curriculum censorship | Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Defeated","Legislative session ended","06/15/2024",""
"Arizona","H.B.2655","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","06/15/2024",""
"Oklahoma","S.B.1891","Barriers to accurate IDs | ","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1563","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1777","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1981","Curriculum censorship | Restricting student & educator rights","Defeated","Failed to meet Senate deadline","02/29/2024",""
"Oklahoma","S.B.1730","Healthcare restrictions | Other healthcare barriers","Defeated","Failed to meet Senate deadline","02/29/2024",""
"West Virginia","H.B.4898","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/09/2024",""
"Kentucky","H.B.390","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/15/2024",""
"West Virginia","S.B.560","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.5184","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.5187","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"Kentucky","H.B.358","Barriers to accurate IDs | ","Defeated","Legislative session ended","04/15/2024",""
"Oklahoma","S.B.1831","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Failed to meet Senate deadline","02/29/2024",""
"New Mexico","H.B. 205","Other civil rights restrictions | Weakening Civil Rights Laws","Defeated","Legislative session ended","02/15/2024",""
"Idaho","H.419","Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/10/2024",""
"Hawaii","H.B.1740","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/03/2024",""
"Maryland","S.B.0381","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","04/08/2024",""
"Missouri","S.B. 728","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/17/2024",""
"Iowa","S.F.2055","Public accommodation bans","Defeated","Legislative session ended","04/20/2024",""
"Arizona","H.B.2391","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/15/2024",""
"Illinois","H.B.4122","Other civil rights restrictions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/29/2024",""
"Florida","H.B. 901","Free speech & expression bans | Other expression restrictions","Defeated","Died in committee","03/08/2024",""
"South Carolina","H.B.4663","Other anti-LGBTQ bills","Defeated","Legislative session ended","05/09/2024",""
"West Virginia","H.B.5036","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/09/2024",""
"Kentucky","H.B.49","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","04/15/2024",""
"Florida","H.B. 1233","Barriers to accurate IDs | Other anti-LGBTQ bills | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Died in committee","03/08/2024",""
"Florida","H.B. 1663","Other anti-LGBTQ bills","Defeated","Died in subcommittee","03/08/2024",""
"Oklahoma","S.B.1303","Other anti-LGBTQ bills","Defeated","Failed to meet Senate deadline","02/29/2024",""
"West Virginia","H.B.4923","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4922","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4857","Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4884","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/09/2024",""
"Kansas","S.B.353","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/30/2024",""
"South Carolina","S.B.0743","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"New Jersey","A.670","Curriculum censorship | Restricting student & educator rights","Introduced","","01/10/2024",""
"Kentucky","S.B.93","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/15/2024",""
"Washington","S.B. 6026","Forced outing in schools | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/07/2024",""
"Indiana","S.B.0028","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/08/2024",""
"Rhode Island","S.B.2081","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","06/14/2024",""
"Illinois","H.B.4096","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/29/2024",""
"Washington","HB 1233","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/07/2024",""
"Washington","SB 5653","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","03/07/2024",""
"Puerto Rico","PS 1345","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/08/2024",""
"Puerto Rico","PC 1887","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","11/19/2024",""
"Florida","H.B. 599","Other anti-LGBTQ bills | Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in subcommittee","03/08/2024",""
"Florida","S.B. 1722","Other anti-LGBTQ bills","Defeated","Died in committee","03/08/2024",""
"Florida","S.B. 1382","Other anti-LGBTQ bills | Religious exemptions | Weakening Civil Rights Laws","Defeated","Died in committee","03/08/2024",""
"Indiana","H.B.1406","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/08/2024",""
"Indiana","H.B.1291","Barriers to accurate IDs | Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","03/08/2024",""
"Missouri","S.B. 868","Forced outing in schools | Other school restrictions | Religious exemptions | Restricting student & educator rights | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 726","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 776","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/17/2024",""
"Missouri","S.B. 770","Curriculum censorship | Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/17/2024",""
"New Jersey","S.1331","Restricting student & educator rights | School sports bans","Introduced","Pre-filed and referred to committee","01/09/2024",""
"West Virginia","H.B.4387","Other anti-LGBTQ bills","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4579","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","S.B.194","Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4357","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","H.B.4421","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","03/09/2024",""
"West Virginia","S.B.224","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","03/09/2024",""
"Washington","H.B. 2241","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","03/07/2024",""
"Vermont","H 183","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/10/2024",""
"Vermont","H 513","Restricting student & educator rights | School sports bans","Defeated","Legislative session ended","05/10/2024",""
"Tennessee","HB 1411","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","SB 5","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","HB 571","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","HB 1447","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","HB 1414","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","HB 1378","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","SB 1469","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","SB 841","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","SB 603","Other anti-LGBTQ bills","Defeated","Legislative session ended","04/25/2024",""
"Tennessee","SB 1117","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","04/25/2024",""
"South Carolina","HB 3485","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 364","Barriers to accurate IDs | ","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3551","Forced outing in schools | Healthcare age restrictions | Healthcare restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 274","Forced outing in schools | Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 243","Healthcare age restrictions | Healthcare restrictions | ","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3466","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3304","Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","S.J.R.0276","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3616","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3611","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 424","Curriculum censorship | Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","H.B.4535","Public accommodation bans | Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3197","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 234","Forced outing in schools | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3801","Religious exemptions | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","HB 3827","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 585","Drag bans | Free speech & expression bans | ","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","SB 623","Barriers to accurate IDs | ","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","S.J.R.0624","Re-definition of sex | Weakening Civil Rights Laws","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","H.B.4619","Healthcare age restrictions | Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","H.B.4707","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Defeated","Legislative session ended","05/09/2024",""
"South Carolina","H.B.4538","Restricting student & educator rights | School facilities bans","Defeated","Legislative session ended","05/09/2024",""
